name,latitude,longitude,elevation,elevationUnit,datacoverage,start_date,end_date,geometry,nc_file,TMAX,TMIN,TAVG,PRCP,SNOW,SNWD,WESD,WESF,AWND,AWDR
"BISON 21.0 S, SD US",45.223105,-102.549161,801.3,METERS,0.808,2007-07-01,2010-10-31,POINT (-102.549161 45.223105),GHCND-US1SDPK0007__BISON_21.0_S_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"BISON 8.7 W, SD US",45.49864,-102.643144,872.9,METERS,0.1342,2007-07-03,2024-11-11,POINT (-102.643144 45.49864),GHCND-US1SDPK0008__BISON_8.7_W_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"LEMMON 12.5 WSW, SD US",45.880942,-102.404544,789.1,METERS,0.2031,2007-07-03,2013-11-11,POINT (-102.404544 45.880942),GHCND-US1SDPK0009__LEMMON_12.5_WSW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"MEADOW 10 SE, SD US",45.452085,-102.066112,779.1,METERS,0.5968,2007-08-21,2024-12-10,POINT (-102.066112 45.452085),GHCND-US1SDPK0010__MEADOW_10_SE_SD_US.nc,0,0,0,1,1,1,0,1,0,0
"BISON 11.8 SE, SD US",45.401744,-102.29275,794.0,METERS,0.2896,2007-07-10,2014-04-29,POINT (-102.29275 45.401744),GHCND-US1SDPK0011__BISON_11.8_SE_SD_US.nc,0,0,0,1,1,1,1,0,0,0
"BISON 0.3 WNW, SD US",45.523904,-102.471827,843.1,METERS,0.1455,2007-07-18,2011-09-20,POINT (-102.471827 45.523904),GHCND-US1SDPK0013__BISON_0.3_WNW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"LODGEPOLE 4.5 N, SD US",45.87015,-102.652452,791.0,METERS,0.1051,2008-05-21,2011-09-20,POINT (-102.652452 45.87015),GHCND-US1SDPK0016__LODGEPOLE_4.5_N_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"LEMMON 11.2 SW, SD US",45.804537,-102.291049,722.1,METERS,0.2773,2007-07-18,2019-10-10,POINT (-102.291049 45.804537),GHCND-US1SDPK0018__LEMMON_11.2_SW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"BISON 21.4 E, SD US",45.545203,-102.025752,737.6,METERS,0.4665,2007-08-08,2011-09-22,POINT (-102.025752 45.545203),GHCND-US1SDPK0019__BISON_21.4_E_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"BISON 20.3 SSE, SD US",45.2483177185059,-102.316566467285,723.9,METERS,0.375,1998-06-17,2024-12-10,POINT (-102.316566467285 45.2483177185059),GHCND-US1SDPK0028__BISON_20.3_SSE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"LEMMON 7.5 SSW, SD US",45.8461405,-102.2394003,732.4,METERS,0.7134,2022-04-20,2022-09-23,POINT (-102.2394003 45.8461405),GHCND-US1SDPK0031__LEMMON_7.5_SSW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"LEMMON 0.7 WNW, SD US",45.94258,-102.17069,797.4,METERS,0.6007,2023-08-04,2024-06-01,POINT (-102.17069 45.94258),GHCND-US1SDPK0032__LEMMON_0.7_WNW_SD_US.nc,0,0,0,1,1,0,0,1,0,0
"RAPID CITY 4.9 ESE, SD US",44.05,-103.14,954.9,METERS,0.5879,2007-05-20,2021-12-01,POINT (-103.14 44.05),GHCND-US1SDPN0001__RAPID_CITY_4.9_ESE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"RAPID CITY 3.4 WNW, SD US",44.0886,-103.2997,1058.9,METERS,1.0,2007-06-04,2024-08-21,POINT (-103.2997 44.0886),GHCND-US1SDPN0002__RAPID_CITY_3.4_WNW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"WALL 1.8 ENE, SD US",44.0011,-102.2059,832.1,METERS,0.1793,2007-06-01,2024-10-30,POINT (-102.2059 44.0011),GHCND-US1SDPN0003__WALL_1.8_ENE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"RAPID CITY 5.4 SW, SD US",44.01345,-103.30079,1186.0,METERS,0.9123,2007-06-01,2020-09-27,POINT (-103.30079 44.01345),GHCND-US1SDPN0004__RAPID_CITY_5.4_SW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"RAPID CITY 4.3 ESE, SD US",44.0472,-103.15551,943.1,METERS,0.932,2007-07-13,2007-12-06,POINT (-103.15551 44.0472),GHCND-US1SDPN0005__RAPID_CITY_4.3_ESE_SD_US.nc,0,0,0,1,1,0,0,1,0,0
"RAPID CITY 4.5 E, SD US",44.06611,-103.143573,965.9,METERS,0.4464,2007-07-17,2008-06-25,POINT (-103.143573 44.06611),GHCND-US1SDPN0006__RAPID_CITY_4.5_E_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"WASTA 22.0 NNE, SD US",44.369944,-102.297278,633.1,METERS,0.2375,2007-07-12,2010-09-15,POINT (-102.297278 44.369944),GHCND-US1SDPN0008__WASTA_22.0_NNE_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"WALL 13.0 SSE, SD US",43.820306,-102.128306,818.1,METERS,0.2868,2007-07-12,2024-11-10,POINT (-102.128306 43.820306),GHCND-US1SDPN0009__WALL_13.0_SSE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"SILVER CITY, SD US",44.0848,-103.5634,1413.1,METERS,0.4709,1998-06-17,2019-09-10,POINT (-103.5634 44.0848),GHCND-US1SDPN0013__SILVER_CITY_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"HERMOSA 4.4 NNE, SD US",43.89805,-103.15597,1046.1,METERS,0.518,2007-07-17,2010-07-30,POINT (-103.15597 43.89805),GHCND-US1SDPN0015__HERMOSA_4.4_NNE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"RAPID CITY 6.1 SW, SD US",44.0069,-103.3094,978.1,METERS,0.1199,2010-06-11,2015-10-05,POINT (-103.3094 44.0069),GHCND-US1SDPN0016__RAPID_CITY_6.1_SW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"RAPID CITY 3.5 WNW, SD US",44.085995,-103.301528,1065.0,METERS,0.1533,2007-07-18,2010-10-29,POINT (-103.301528 44.085995),GHCND-US1SDPN0017__RAPID_CITY_3.5_WNW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"RAPID CITY 9.8 SW, SD US",43.966039,-103.360257,1357.6,METERS,0.9025,2007-07-30,2011-07-04,POINT (-103.360257 43.966039),GHCND-US1SDPN0018__RAPID_CITY_9.8_SW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"WASTA 21.6 SSW, SD US",43.781017,-102.616813,894.0,METERS,0.9959,2007-07-19,2024-12-12,POINT (-102.616813 43.781017),GHCND-US1SDPN0019__WASTA_21.6_SSW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"NEW UNDERWOOD 3.9 S, SD US",44.0375,-102.829,954.0,METERS,0.1812,2007-09-04,2024-08-26,POINT (-102.829 44.0375),GHCND-US1SDPN0021__NEW_UNDERWOOD_3.9_S_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"BOX ELDER 6.2 ESE, SD US",44.1,-102.95,891.8,METERS,0.4585,2007-09-03,2024-12-11,POINT (-102.95 44.1),GHCND-US1SDPN0022__BOX_ELDER_6.2_ESE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"RAPID CITY 2.5 WNW, SD US",44.084924,-103.280438,1022.9,METERS,0.4397,2008-01-03,2019-10-05,POINT (-103.280438 44.084924),GHCND-US1SDPN0027__RAPID_CITY_2.5_WNW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"RAPID CITY 6.4 WNW, SD US",44.100858,-103.357375,1248.5,METERS,0.3054,2008-04-10,2017-10-16,POINT (-103.357375 44.100858),GHCND-US1SDPN0029__RAPID_CITY_6.4_WNW_SD_US.nc,0,0,0,1,1,1,0,1,0,0
"RAPID CITY 3.3 SSW, SD US",44.03391,-103.267518,1085.7,METERS,0.7637,2008-04-19,2018-08-15,POINT (-103.267518 44.03391),GHCND-US1SDPN0030__RAPID_CITY_3.3_SSW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"RAPID CITY 5.8 SW, SD US",44.005718,-103.297497,1208.8,METERS,0.7332,2008-06-19,2010-10-28,POINT (-103.297497 44.005718),GHCND-US1SDPN0031__RAPID_CITY_5.8_SW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"RAPID CITY 6.3 SW, SD US",44.002830576,-103.3105111,1225.0,METERS,0.2297,2008-11-01,2020-04-02,POINT (-103.3105111 44.002830576),GHCND-US1SDPN0032__RAPID_CITY_6.3_SW_SD_US.nc,0,0,0,1,1,1,0,1,0,0
"RAPID CITY 2.5 WSW, SD US",44.06441,-103.2805,1016.2,METERS,0.503,2010-06-17,2011-05-20,POINT (-103.2805 44.06441),GHCND-US1SDPN0033__RAPID_CITY_2.5_WSW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"RAPID CITY 8.1 WNW, SD US",44.129378,-103.378247,1284.7,METERS,0.2013,2010-11-17,2012-08-03,POINT (-103.378247 44.129378),GHCND-US1SDPN0034__RAPID_CITY_8.1_WNW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"RAPID CITY 2.9 SE, SD US",44.04139,-103.199418,993.3,METERS,0.3783,2011-06-16,2012-04-14,POINT (-103.199418 44.04139),GHCND-US1SDPN0036__RAPID_CITY_2.9_SE_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"RAPID CITY 3.5 NE, SD US",44.095824,-103.212117,960.7,METERS,0.8858,2012-01-20,2024-12-10,POINT (-103.212117 44.095824),GHCND-US1SDPN0038__RAPID_CITY_3.5_NE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"RAPID CITY 6.9 W, SD US",44.086568,-103.370082,1278.9,METERS,0.8773,2012-04-01,2024-08-27,POINT (-103.370082 44.086568),GHCND-US1SDPN0040__RAPID_CITY_6.9_W_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"NEW UNDERWOOD 0.3 ESE, SD US",44.0918617248535,-102.828575134277,865.0,METERS,0.9462,2012-03-31,2013-11-15,POINT (-102.828575134277 44.0918617248535),GHCND-US1SDPN0042__NEW_UNDERWOOD_0.3_ESE_SD_US.nc,0,0,0,1,1,1,0,1,0,0
"RAPID CITY 3.9 S, SD US",44.018288,-103.239505,1133.2,METERS,0.5911,2012-04-18,2024-12-08,POINT (-103.239505 44.018288),GHCND-US1SDPN0043__RAPID_CITY_3.9_S_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"RAPID CITY 2.0 SSE, SD US",44.0486640930176,-103.217323303223,1010.1,METERS,0.9382,2012-05-03,2019-09-26,POINT (-103.217323303223 44.0486640930176),GHCND-US1SDPN0044__RAPID_CITY_2.0_SSE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"NEW UNDERWOOD 0.3 E, SD US",44.0946235656738,-102.827903747559,867.8,METERS,0.7804,2012-04-23,2013-10-25,POINT (-102.827903747559 44.0946235656738),GHCND-US1SDPN0045__NEW_UNDERWOOD_0.3_E_SD_US.nc,0,0,0,1,1,0,0,1,0,0
"RAPID CITY 6.3 SE, SD US",44.006151,-103.150635,999.7,METERS,0.5633,2012-04-24,2013-10-04,POINT (-103.150635 44.006151),GHCND-US1SDPN0047__RAPID_CITY_6.3_SE_SD_US.nc,0,0,0,1,1,1,0,1,0,0
"WALL 9.4 NW, SD US",44.0732,-102.391,701.6,METERS,0.6436,2013-04-09,2024-11-10,POINT (-102.391 44.0732),GHCND-US1SDPN0048__WALL_9.4_NW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"RAPID CITY 3.8 S, SD US",44.0207748413086,-103.241798400879,1149.4,METERS,0.1198,2014-04-27,2016-10-30,POINT (-103.241798400879 44.0207748413086),GHCND-US1SDPN0049__RAPID_CITY_3.8_S_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"BOX ELDER 1.6 NE, SD US",44.138652,-103.053226,991.8,METERS,0.8874,2014-04-01,2022-11-17,POINT (-103.053226 44.138652),GHCND-US1SDPN0050__BOX_ELDER_1.6_NE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"RAPID CITY 2.6 SW, SD US",44.0519,-103.2739,1055.5,METERS,0.9294,2014-04-27,2014-10-13,POINT (-103.2739 44.0519),GHCND-US1SDPN0053__RAPID_CITY_2.6_SW_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"HILL CITY 1.0 ENE, SD US",43.9382209777832,-103.55419921875,1499.9,METERS,0.3523,2014-05-04,2015-04-20,POINT (-103.55419921875 43.9382209777832),GHCND-US1SDPN0055__HILL_CITY_1.0_ENE_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"RAPID CITY 9.6 WNW, SD US",44.127354,-103.411575,1298.4,METERS,0.8834,2014-04-21,2024-12-12,POINT (-103.411575 44.127354),GHCND-US1SDPN0056__RAPID_CITY_9.6_WNW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"RAPID CITY 4.7 E, SD US",44.0623779296875,-103.139831542969,962.9,METERS,0.2784,2014-05-21,2024-12-11,POINT (-103.139831542969 44.0623779296875),GHCND-US1SDPN0057__RAPID_CITY_4.7_E_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"RAPID CITY 4.6 E, SD US",44.072217,-103.140231,983.0,METERS,0.9075,2014-08-22,2015-11-18,POINT (-103.140231 44.072217),GHCND-US1SDPN0058__RAPID_CITY_4.6_E_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"HILL CITY 4.4 SSW, SD US",43.869773,-103.588241,1689.8,METERS,0.9353,2017-01-06,2022-11-23,POINT (-103.588241 43.869773),GHCND-US1SDPN0062__HILL_CITY_4.4_SSW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"RAPID CITY 8.4 W, SD US",44.0631,-103.4012,1304.5,METERS,0.984,2017-03-29,2024-12-12,POINT (-103.4012 44.0631),GHCND-US1SDPN0063__RAPID_CITY_8.4_W_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"RAPID CITY 3.0 N, SD US",44.117955,-103.2254,1021.4,METERS,0.8132,2017-05-18,2018-08-31,POINT (-103.2254 44.117955),GHCND-US1SDPN0064__RAPID_CITY_3.0_N_SD_US.nc,0,0,0,1,1,1,0,1,0,0
"RAPID CITY 2.1 NW, SD US",44.0969,-103.2635,1022.9,METERS,0.9067,2017-06-21,2024-12-12,POINT (-103.2635 44.0969),GHCND-US1SDPN0065__RAPID_CITY_2.1_NW_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"HILL CITY 8.4 WNW, SD US",43.99671,-103.71388,1798.3,METERS,0.7305,2018-05-18,2020-09-20,POINT (-103.71388 43.99671),GHCND-US1SDPN0066__HILL_CITY_8.4_WNW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"RAPID CITY 2.0 SSE, SD US",44.047851,-103.218582,1011.3,METERS,0.9792,2018-07-31,2020-01-11,POINT (-103.218582 44.047851),GHCND-US1SDPN0068__RAPID_CITY_2.0_SSE_SD_US.nc,0,0,0,1,1,1,0,1,0,0
"RAPID CITY 3.4 WNW, SD US",44.0971228,-103.29485,1107.0,METERS,0.1641,2019-07-18,2024-10-30,POINT (-103.29485 44.0971228),GHCND-US1SDPN0071__RAPID_CITY_3.4_WNW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"RAPID CITY 0.3 SSW, SD US",44.071158,-103.235239,1015.3,METERS,0.8663,2020-07-20,2023-06-16,POINT (-103.235239 44.071158),GHCND-US1SDPN0074__RAPID_CITY_0.3_SSW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"RAPID CITY 2.2 SE, SD US",44.050026,-103.205742,989.7,METERS,1.0,2021-12-23,2024-12-12,POINT (-103.205742 44.050026),GHCND-US1SDPN0078__RAPID_CITY_2.2_SE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"RAPID CITY 10.3 W, SD US",44.0969639,-103.438326,1357.0,METERS,0.6153,2022-07-07,2024-02-16,POINT (-103.438326 44.0969639),GHCND-US1SDPN0084__RAPID_CITY_10.3_W_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"CREIGHTON 18.6 NNE, SD US",44.4993,-102.03873,584.9,METERS,0.9789,2023-01-03,2024-12-11,POINT (-102.03873 44.4993),GHCND-US1SDPN0086__CREIGHTON_18.6_NNE_SD_US.nc,0,0,0,1,1,0,0,1,0,0
"RAPID CITY 9.5 WNW, SD US",44.132615,-103.40753,1279.9,METERS,0.8609,2023-03-16,2024-12-12,POINT (-103.40753 44.132615),GHCND-US1SDPN0087__RAPID_CITY_9.5_WNW_SD_US.nc,0,0,0,1,1,1,0,1,0,0
"RAPID CITY 13.9 WSW, SD US",44.0355277,-103.5071578,1568.5,METERS,0.6074,2023-06-30,2024-11-27,POINT (-103.5071578 44.0355277),GHCND-US1SDPN0088__RAPID_CITY_13.9_WSW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"RAPID CITY 8.6 W, SD US",44.061335,-103.409324,1313.4,METERS,0.3032,2023-05-25,2024-08-08,POINT (-103.409324 44.061335),GHCND-US1SDPN0090__RAPID_CITY_8.6_W_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"BOX ELDER 1.3 SSW, SD US",44.1020419,-103.0839843,946.1,METERS,0.3827,2023-06-23,2024-09-16,POINT (-103.0839843 44.1020419),GHCND-US1SDPN0091__BOX_ELDER_1.3_SSW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"WASTA 8.2 SSW, SD US",43.961813,-102.513437,725.7,METERS,0.72,2024-02-15,2024-12-10,POINT (-102.513437 43.961813),GHCND-US1SDPN0094__WASTA_8.2_SSW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"GETTYSBURG 14.7 NNW, SD US",45.187491,-100.11418,601.1,METERS,0.3366,2007-07-04,2017-06-22,POINT (-100.11418 45.187491),GHCND-US1SDPT0001__GETTYSBURG_14.7_NNW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"GETTYSBURG 6.5 WSW, SD US",44.970833,-100.076944,588.9,METERS,0.0296,2008-03-31,2022-08-27,POINT (-100.076944 44.970833),GHCND-US1SDPT0002__GETTYSBURG_6.5_WSW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"GETTYSBURG 7.5 SW, SD US",44.931204,-100.063558,585.2,METERS,0.0166,2002-07-03,2021-10-13,POINT (-100.063558 44.931204),GHCND-US1SDPT0006__GETTYSBURG_7.5_SW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"SISSETON 3.8 W, SD US",45.658652,-97.12368,468.8,METERS,0.9878,2007-06-18,2024-12-12,POINT (-97.12368 45.658652),GHCND-US1SDRB0001__SISSETON_3.8_W_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"SISSETON 10.4 ENE, SD US",45.6948,-96.8348,338.0,METERS,0.9887,2007-09-26,2024-12-12,POINT (-96.8348 45.6948),GHCND-US1SDRB0004__SISSETON_10.4_ENE_SD_US.nc,0,0,0,1,1,1,0,1,0,0
"SISSETON 9.4 ESE, SD US",45.620483,-96.859875,313.6,METERS,0.3657,2008-06-23,2009-06-07,POINT (-96.859875 45.620483),GHCND-US1SDRB0005__SISSETON_9.4_ESE_SD_US.nc,0,0,0,1,1,1,1,0,0,0
"SISSETON 0.3 WNW, SD US",45.664651,-97.052252,369.1,METERS,0.2846,2008-06-17,2009-07-11,POINT (-97.052252 45.664651),GHCND-US1SDRB0006__SISSETON_0.3_WNW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"ROSHOLT 3.1 E, SD US",45.864393,-96.699157,322.8,METERS,0.3979,2008-10-03,2011-09-05,POINT (-96.699157 45.864393),GHCND-US1SDRB0007__ROSHOLT_3.1_E_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"SISSETON 0.6 WNW, SD US",45.665521,-97.058657,381.9,METERS,0.1636,2010-03-17,2012-08-12,POINT (-97.058657 45.665521),GHCND-US1SDRB0008__SISSETON_0.6_WNW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"WILMOT 8.2 NNE, SD US",45.508954,-96.76529,307.8,METERS,0.1361,2011-05-21,2024-11-19,POINT (-96.76529 45.508954),GHCND-US1SDRB0009__WILMOT_8.2_NNE_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"CORONA 1.8 NE, SD US",45.353162,-96.739614,349.6,METERS,0.7775,2012-05-01,2013-06-22,POINT (-96.739614 45.353162),GHCND-US1SDRB0013__CORONA_1.8_NE_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"SISSETON 0.1 ENE, SD US",45.66301,-97.04472,374.0,METERS,0.8227,2013-05-01,2018-05-24,POINT (-97.04472 45.66301),GHCND-US1SDRB0014__SISSETON_0.1_ENE_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"FORESTBURG 0.1 NE, SD US",44.02278,-98.10742,384.0,METERS,0.8918,2017-09-11,2024-12-10,POINT (-98.10742 44.02278),GHCND-US1SDSB0002__FORESTBURG_0.1_NE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"WOONSOCKET 0.2 WSW, SD US",44.0531,-98.2775,397.5,METERS,0.9596,2020-01-02,2024-12-12,POINT (-98.2775 44.0531),GHCND-US1SDSB0003__WOONSOCKET_0.2_WSW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"ONIDA 20.7 W, SD US",44.710955,-100.487494,577.9,METERS,0.3508,2007-06-06,2008-10-13,POINT (-100.487494 44.710955),GHCND-US1SDSL0001__ONIDA_20.7_W_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"ONIDA 0.2 N, SD US",44.70793,-100.066139,572.1,METERS,0.7144,2008-04-01,2011-10-21,POINT (-100.066139 44.70793),GHCND-US1SDSL0002__ONIDA_0.2_N_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"PIERRE 18.5 NNW, SD US",44.626566,-100.445456,508.1,METERS,0.398,2008-11-01,2009-08-31,POINT (-100.445456 44.626566),GHCND-US1SDSL0004__PIERRE_18.5_NNW_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"ONIDA 1.6 SSE, SD US",44.68515,-100.04825,573.9,METERS,0.1501,2009-01-31,2024-11-10,POINT (-100.04825 44.68515),GHCND-US1SDSL0005__ONIDA_1.6_SSE_SD_US.nc,0,0,0,1,1,1,0,1,0,0
"ONIDA 3.7 W, SD US",44.70865,-100.14202,561.7,METERS,0.1122,2010-04-26,2024-11-10,POINT (-100.14202 44.70865),GHCND-US1SDSL0007__ONIDA_3.7_W_SD_US.nc,0,0,0,1,0,0,0,0,0,0
404_Error,44.839175,-100.2699528,577.3,METERS,0.3753,2012-04-01,2024-11-10,POINT (-100.2699528 44.839175),,0,0,0,0,0,0,0,0,0,0
"ONIDA 3.6 NNW, SD US",44.7511126,-100.098829,574.2,METERS,0.0775,2012-04-01,2016-08-16,POINT (-100.098829 44.7511126),GHCND-US1SDSL0009__ONIDA_3.6_NNW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"HARROLD 13.5 NNW, SD US",44.7086684,-99.8285949,533.1,METERS,0.2742,2012-02-22,2024-11-10,POINT (-99.8285949 44.7086684),GHCND-US1SDSL0010__HARROLD_13.5_NNW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"AGAR 0.1 SE, SD US",44.837887,-100.072007,569.1,METERS,0.0934,2015-04-09,2020-09-08,POINT (-100.072007 44.837887),GHCND-US1SDSL0012__AGAR_0.1_SE_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"ONIDA 6.0 SSE, SD US",44.621195,-100.034767,539.5,METERS,0.1381,2015-04-06,2017-04-20,POINT (-100.034767 44.621195),GHCND-US1SDSL0015__ONIDA_6.0_SSE_SD_US.nc,0,0,0,1,0,0,0,0,0,0
"ONIDA 4.9 NNW, SD US",44.76494,-100.11985,538.9,METERS,0.1044,2015-04-19,2024-11-11,POINT (-100.11985 44.76494),GHCND-US1SDSL0018__ONIDA_4.9_NNW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"HARROLD 5.2 N, SD US",44.598109,-99.732582,521.5,METERS,0.9912,2015-04-12,2024-12-02,POINT (-99.732582 44.598109),GHCND-US1SDSL0019__HARROLD_5.2_N_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"AGAR 3.7 N, SD US",44.891208,-100.082875,575.5,METERS,0.1154,2015-04-19,2021-10-27,POINT (-100.082875 44.891208),GHCND-US1SDSL0020__AGAR_3.7_N_SD_US.nc,0,0,0,1,0,0,0,0,0,0
"PIERRE 12.9 N, SD US",44.560049,-100.3215559,531.9,METERS,0.1506,2015-04-20,2024-11-10,POINT (-100.3215559 44.560049),GHCND-US1SDSL0021__PIERRE_12.9_N_SD_US.nc,0,0,0,1,0,0,0,0,0,0
"AGAR 15.1 WNW, SD US",44.896725,-100.369448,565.4,METERS,0.1992,2015-05-25,2024-11-10,POINT (-100.369448 44.896725),GHCND-US1SDSL0023__AGAR_15.1_WNW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"ONIDA 12.8 W, SD US",44.67811529,-100.32463538,550.5,METERS,0.0586,2014-07-10,2024-11-04,POINT (-100.32463538 44.67811529),GHCND-US1SDSL0025__ONIDA_12.8_W_SD_US.nc,0,0,0,1,1,1,1,0,0,0
"HARROLD 11.5 NNW, SD US",44.674286,-99.836787,524.3,METERS,0.1083,2018-09-24,2024-11-04,POINT (-99.836787 44.674286),GHCND-US1SDSL0027__HARROLD_11.5_NNW_SD_US.nc,0,0,0,1,0,0,0,0,0,0
"TULARE 4.5 SSW, SD US",44.676885,-98.534583,402.9,METERS,0.5234,1998-06-17,2024-12-12,POINT (-98.534583 44.676885),GHCND-US1SDSP0001__TULARE_4.5_SSW_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"TURTON 11.4 W, SD US",45.053499,-98.329776,395.3,METERS,0.7099,2011-08-18,2013-11-11,POINT (-98.329776 45.053499),GHCND-US1SDSP0002__TURTON_11.4_W_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"CARPENTER 7.6 WNW, SD US",44.6820925176144,-98.0584891140461,420.3,METERS,0.1226,2012-08-23,2016-09-06,POINT (-98.0584891140461 44.6820925176144),GHCND-US1SDSP0004__CARPENTER_7.6_WNW_SD_US.nc,0,0,0,1,1,1,0,0,0,0
"DOLAND 0.2 ENE, SD US",44.8957231,-98.0953705,413.9,METERS,0.8417,2014-02-13,2014-11-17,POINT (-98.0953705 44.8957231),GHCND-US1SDSP0005__DOLAND_0.2_ENE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"HAYES 20.8 NW, SD US",44.660414,-101.142968,634.0,METERS,0.655,2007-06-01,2008-09-26,POINT (-101.142968 44.660414),GHCND-US1SDST0001__HAYES_20.8_NW_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"FORT PIERRE 26.4 W, SD US",44.302092,-100.90796,607.5,METERS,0.1008,2013-05-21,2018-06-08,POINT (-100.90796 44.302092),GHCND-US1SDST0003__FORT_PIERRE_26.4_W_SD_US.nc,0,0,0,1,1,0,0,0,0,0
"HAYES 24.4 NNW, SD US",44.7205,-101.097182,555.7,METERS,0.064,2013-06-12,2024-11-10,POINT (-101.097182 44.7205),GHCND-US1SDST0004__HAYES_24.4_NNW_SD_US.nc,0,0,0,1,1,0,0,1,0,0
"FORT PIERRE 0.5 SE, SD US",44.357927,-100.372102,435.3,METERS,0.9503,2014-04-11,2024-12-12,POINT (-100.372102 44.357927),GHCND-US1SDST0006__FORT_PIERRE_0.5_SE_SD_US.nc,0,0,0,1,1,1,1,1,0,0
"FORT PIERRE 25.0 W, SD US",44.327036,-100.881834,,,0.1602,2017-08-07,2024-11-10,POINT (-100.881834 44.327036),GHCND-US1SDST0007__FORT_PIERRE_25.0_W_SD_US.nc,0,0,0,1,1,1,0,1,0,0
